CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
13065.0,372,2,1,0,205.85999999999999,0,2,Mid-Value
18011.0,372,2,1,0,102.79,0,2,Mid-Value
13715.0,280,2,8,0,1053.9399999999996,0,2,Mid-Value
17732.0,372,2,1,0,303.97,0,2,Mid-Value
12855.0,372,2,1,0,38.1,0,2,Mid-Value
17855.0,372,2,1,0,208.96999999999997,0,2,Mid-Value
17925.0,372,2,1,0,244.08,0,2,Mid-Value
13108.0,372,2,1,0,350.05999999999995,0,2,Mid-Value
15070.0,372,2,1,0,106.2,0,2,Mid-Value
16546.0,290,2,3,0,-95.92999999999981,0,2,Mid-Value
15923.0,372,2,1,0,127.08000000000003,0,2,Mid-Value
16752.0,372,2,1,0,207.5,0,2,Mid-Value
15363.0,240,2,2,0,318.05,0,2,Mid-Value
16510.0,371,2,1,0,248.10000000000002,0,2,Mid-Value
15107.0,310,2,8,0,247.65999999999997,0,2,Mid-Value
17976.0,371,2,1,0,353.18999999999994,0,2,Mid-Value
16781.0,364,2,2,0,294.65,0,2,Mid-Value
17547.0,371,2,1,0,-11.8,0,2,Mid-Value
15823.0,336,2,2,0,-840.7600000000001,0,2,Mid-Value
13958.0,371,2,1,0,-102.45,0,2,Mid-Value
16995.0,371,2,1,0,-1.25,0,2,Mid-Value
13011.0,371,2,1,0,50.550000000000004,0,2,Mid-Value
13295.0,359,2,2,0,197.95,0,2,Mid-Value
16754.0,371,2,1,0,2002.4,0,2,Mid-Value
14576.0,371,2,1,0,35.400000000000006,0,2,Mid-Value
14213.0,371,2,1,0,-1192.2000000000003,0,2,Mid-Value
14679.0,371,2,1,0,-2.55,0,2,Mid-Value
13370.0,365,2,2,0,721.3200000000003,0,2,Mid-Value
17967.0,371,2,1,0,123.07000000000002,0,2,Mid-Value
14589.0,371,2,1,0,39.75,0,2,Mid-Value
16926.0,370,2,1,0,230.25000000000003,0,2,Mid-Value
16725.0,301,2,8,0,775.0700000000003,0,2,Mid-Value
14813.0,369,2,2,0,155.42999999999998,0,2,Mid-Value
17062.0,313,2,5,0,534.4699999999999,0,2,Mid-Value
13506.0,311,2,3,0,452.82000000000005,0,2,Mid-Value
15221.0,365,2,2,0,114.10000000000001,0,2,Mid-Value
15880.0,368,2,2,0,313.28,0,2,Mid-Value
16718.0,368,2,1,0,623.7500000000002,0,2,Mid-Value
15808.0,305,2,5,0,3724.7700000000013,0,2,Mid-Value
16402.0,264,2,2,0,299.59999999999997,0,2,Mid-Value
15894.0,252,2,2,0,263.54999999999995,0,2,Mid-Value
14081.0,266,2,4,0,904.67,0,2,Mid-Value
16858.0,365,2,2,0,345.8900000000001,0,2,Mid-Value
15899.0,368,2,1,0,56.25,0,2,Mid-Value
17691.0,357,2,2,0,290.40000000000003,0,2,Mid-Value
13497.0,282,2,3,0,321.04999999999995,0,2,Mid-Value
18113.0,368,2,1,0,76.32000000000001,0,2,Mid-Value
17860.0,368,2,1,0,252.79999999999998,0,2,Mid-Value
16658.0,367,2,1,0,123.24,0,2,Mid-Value
17223.0,309,2,2,0,426.78999999999985,0,2,Mid-Value
16138.0,367,2,1,0,-7.95,0,2,Mid-Value
14850.0,311,2,2,0,278.15000000000003,0,2,Mid-Value
13963.0,307,2,4,0,664.54,0,2,Mid-Value
15649.0,335,2,2,0,816.0,0,2,Mid-Value
14176.0,296,2,5,0,574.0,0,2,Mid-Value
15353.0,254,2,2,0,777.02,0,2,Mid-Value
18119.0,367,2,1,0,181.11999999999998,0,2,Mid-Value
13786.0,366,2,1,0,230.4,0,2,Mid-Value
15180.0,366,2,1,0,87.5,0,2,Mid-Value
13807.0,366,2,1,0,112.6,0,2,Mid-Value
16125.0,366,2,1,0,289.35,0,2,Mid-Value
14821.0,366,2,1,0,48.800000000000004,0,2,Mid-Value
17406.0,329,2,5,0,1928.72,0,2,Mid-Value
15973.0,235,2,3,0,99.77,0,2,Mid-Value
16893.0,366,2,1,0,145.93000000000004,0,2,Mid-Value
15032.0,255,2,5,0,4464.0999999999985,0,2,Mid-Value
16679.0,365,2,1,0,129.75,0,2,Mid-Value
18269.0,357,2,2,0,138.89999999999998,0,2,Mid-Value
12870.0,365,2,1,0,-14.899999999999999,0,2,Mid-Value
13649.0,256,2,2,0,346.6000000000001,0,2,Mid-Value
13270.0,365,2,1,0,590.0,0,2,Mid-Value
15347.0,365,2,1,0,201.59999999999997,0,2,Mid-Value
16252.0,365,2,1,0,-295.09000000000003,0,2,Mid-Value
18071.0,257,2,2,0,453.0,0,2,Mid-Value
13369.0,353,2,2,0,263.75000000000006,0,2,Mid-Value
14355.0,365,2,1,0,174.4,0,2,Mid-Value
14479.0,253,2,2,0,316.24999999999994,0,2,Mid-Value
16065.0,364,2,1,0,372.0900000000001,0,2,Mid-Value
15945.0,364,2,1,0,181.0,0,2,Mid-Value
17978.0,364,2,1,0,300.91999999999996,0,2,Mid-Value
16795.0,364,2,1,0,414.88000000000005,0,2,Mid-Value
12872.0,326,2,2,0,599.9699999999998,0,2,Mid-Value
16499.0,359,2,5,0,319.1,0,2,Mid-Value
15279.0,354,2,2,0,277.40999999999997,0,2,Mid-Value
16579.0,364,2,1,0,-30.599999999999998,0,2,Mid-Value
17456.0,364,2,1,0,249.85999999999999,0,2,Mid-Value
17307.0,364,2,1,0,-152.64000000000001,0,2,Mid-Value
17880.0,364,2,1,0,458.91999999999985,0,2,Mid-Value
14082.0,364,2,1,0,182.24999999999997,0,2,Mid-Value
17912.0,309,2,6,0,295.61000000000007,0,2,Mid-Value
15723.0,364,2,1,0,203.1,0,2,Mid-Value
14256.0,253,2,3,0,935.06,0,2,Mid-Value
15881.0,311,2,8,0,438.24,0,2,Mid-Value
16727.0,363,2,1,0,272.81999999999994,0,2,Mid-Value
16565.0,363,2,1,0,173.7,0,2,Mid-Value
15503.0,362,2,1,0,147.09000000000003,0,2,Mid-Value
17251.0,362,2,1,0,283.28,0,2,Mid-Value
15224.0,357,2,3,0,310.47999999999996,0,2,Mid-Value
16010.0,245,2,3,0,407.49999999999994,0,2,Mid-Value
14413.0,361,2,1,0,122.7,0,2,Mid-Value
18004.0,361,2,1,0,169.46999999999997,0,2,Mid-Value
16665.0,361,2,1,0,135.4,0,2,Mid-Value
15454.0,361,2,1,0,179.10000000000002,0,2,Mid-Value
15361.0,361,2,1,0,418.9200000000001,0,2,Mid-Value
17990.0,236,2,3,0,630.84,0,2,Mid-Value
17303.0,360,2,1,0,250.03999999999994,0,2,Mid-Value
17524.0,360,2,1,0,145.0,0,2,Mid-Value
17890.0,322,2,2,0,602.0900000000005,0,2,Mid-Value
15777.0,240,2,5,0,1021.6100000000001,0,2,Mid-Value
13948.0,360,2,1,0,101.99999999999999,0,2,Mid-Value
13008.0,322,2,2,0,178.47,0,2,Mid-Value
14206.0,238,2,2,0,308.25999999999993,0,2,Mid-Value
16202.0,360,2,1,0,365.27000000000004,0,2,Mid-Value
18141.0,360,2,1,0,-35.400000000000006,0,2,Mid-Value
16262.0,360,2,1,0,-31.65,0,2,Mid-Value
17194.0,273,2,2,0,262.62,0,2,Mid-Value
16812.0,360,2,1,0,479.3500000000001,0,2,Mid-Value
12829.0,321,2,3,0,253.05,0,2,Mid-Value
17525.0,359,2,1,0,422.70000000000005,0,2,Mid-Value
13221.0,239,2,2,0,847.4100000000001,0,2,Mid-Value
17551.0,358,2,1,0,306.84,0,2,Mid-Value
18050.0,358,2,1,0,74.4,0,2,Mid-Value
15456.0,282,2,3,0,447.2200000000001,0,2,Mid-Value
17752.0,358,2,1,0,80.64,0,2,Mid-Value
13829.0,358,2,1,0,-102.0,0,2,Mid-Value
17496.0,358,2,1,0,271.04999999999995,0,2,Mid-Value
15246.0,237,2,2,0,514.1500000000001,0,2,Mid-Value
16037.0,269,2,3,0,855.0200000000001,0,2,Mid-Value
15789.0,357,2,1,0,351.3,0,2,Mid-Value
17580.0,252,2,3,0,215.72000000000003,0,2,Mid-Value
14373.0,357,2,1,0,76.55,0,2,Mid-Value
18176.0,353,2,2,0,448.65,0,2,Mid-Value
14220.0,246,2,2,0,632.4,0,2,Mid-Value
13874.0,357,2,1,0,540.45,0,2,Mid-Value
17392.0,306,2,2,0,457.91,0,2,Mid-Value
15204.0,356,2,1,0,316.58000000000004,0,2,Mid-Value
15160.0,356,2,1,0,158.16000000000003,0,2,Mid-Value
13033.0,356,2,1,0,190.54999999999998,0,2,Mid-Value
17358.0,302,2,2,0,365.84999999999985,0,2,Mid-Value
17343.0,354,2,1,0,193.63999999999996,0,2,Mid-Value
18256.0,354,2,1,0,-50.1,0,2,Mid-Value
14119.0,353,2,1,0,-19.9,0,2,Mid-Value
15460.0,353,2,1,0,216.76,0,2,Mid-Value
16270.0,352,2,1,0,1141.2399999999996,0,2,Mid-Value
17239.0,312,2,2,0,379.95000000000005,0,2,Mid-Value
14532.0,235,2,4,0,932.8499999999997,0,2,Mid-Value
15562.0,351,2,1,0,134.55,0,2,Mid-Value
13922.0,351,2,1,0,172.24999999999997,0,2,Mid-Value
13304.0,350,2,1,0,300.4199999999999,0,2,Mid-Value
16282.0,339,2,1,0,168.3,0,2,Mid-Value
15661.0,316,2,2,0,309.8,0,2,Mid-Value
15266.0,337,2,1,0,119.30000000000001,0,2,Mid-Value
15464.0,337,2,1,0,1048.8500000000006,0,2,Mid-Value
13368.0,256,2,2,0,623.4,0,2,Mid-Value
13187.0,336,2,1,0,236.01999999999995,0,2,Mid-Value
15607.0,336,2,1,0,104.76,0,2,Mid-Value
15139.0,239,2,2,0,178.96000000000006,0,2,Mid-Value
14889.0,335,2,1,0,135.9,0,2,Mid-Value
14672.0,234,2,2,0,765.55,0,2,Mid-Value
17128.0,334,2,1,0,157.09,0,2,Mid-Value
18032.0,333,2,1,0,73.5,0,2,Mid-Value
16850.0,333,2,1,0,332.40999999999997,0,2,Mid-Value
15326.0,333,2,1,0,311.71,0,2,Mid-Value
13672.0,300,2,6,0,-71.45999999999998,0,2,Mid-Value
16351.0,332,2,1,0,153.9,0,2,Mid-Value
13144.0,332,2,1,0,110.94999999999999,0,2,Mid-Value
15346.0,332,2,1,0,252.42000000000004,0,2,Mid-Value
14669.0,241,2,3,0,1269.9900000000002,0,2,Mid-Value
18095.0,311,2,2,0,580.05,0,2,Mid-Value
15749.0,234,2,4,0,21535.9,0,2,Mid-Value
17569.0,331,2,1,0,344.13999999999993,0,2,Mid-Value
14270.0,331,2,1,0,492.6499999999999,0,2,Mid-Value
14185.0,330,2,1,0,197.65,0,2,Mid-Value
15171.0,324,2,2,0,1034.5,0,2,Mid-Value
13284.0,322,2,2,0,196.15,0,2,Mid-Value
14114.0,273,2,2,0,386.53,0,2,Mid-Value
15447.0,330,2,1,0,155.17,0,2,Mid-Value
16315.0,330,2,1,0,226.37,0,2,Mid-Value
15510.0,330,2,1,0,250.0,0,2,Mid-Value
13385.0,329,2,1,0,534.5700000000002,0,2,Mid-Value
15213.0,318,2,3,0,325.04999999999995,0,2,Mid-Value
18106.0,329,2,1,0,430.6999999999999,0,2,Mid-Value
15316.0,326,2,1,0,165.0,0,2,Mid-Value
14238.0,325,2,1,0,146.85,0,2,Mid-Value
13859.0,325,2,1,0,201.16,0,2,Mid-Value
18212.0,325,2,1,0,248.41999999999993,0,2,Mid-Value
18233.0,325,2,1,0,440.0,0,2,Mid-Value
14242.0,234,2,2,0,280.55,0,2,Mid-Value
12346.0,325,2,2,0,0.0,0,2,Mid-Value
13898.0,325,2,1,0,155.93,0,2,Mid-Value
16997.0,287,2,3,0,702.0,0,2,Mid-Value
15395.0,325,2,1,0,107.45000000000002,0,2,Mid-Value
13693.0,324,2,2,0,-32.0,0,2,Mid-Value
14090.0,324,2,1,0,76.32000000000001,0,2,Mid-Value
14779.0,280,2,3,0,386.1499999999999,0,2,Mid-Value
15262.0,323,2,1,0,178.95000000000002,0,2,Mid-Value
17862.0,323,2,1,0,330.9,0,2,Mid-Value
15422.0,322,2,2,0,97.7,0,2,Mid-Value
14770.0,231,2,2,0,876.4199999999997,0,2,Mid-Value
15174.0,322,2,1,0,135.75,0,2,Mid-Value
16387.0,322,2,1,0,94.36,0,2,Mid-Value
17277.0,227,2,2,0,1065.3500000000001,0,2,Mid-Value
17094.0,317,2,2,0,270.19999999999993,0,2,Mid-Value
17714.0,320,2,1,0,153.0,0,2,Mid-Value
15167.0,320,2,1,0,162.99999999999997,0,2,Mid-Value
14068.0,319,2,1,0,265.85,0,2,Mid-Value
14368.0,319,2,1,0,155.00000000000003,0,2,Mid-Value
13819.0,301,2,3,0,1140.35,0,2,Mid-Value
14782.0,319,2,1,0,200.10000000000002,0,2,Mid-Value
15820.0,319,2,1,0,206.98000000000002,0,2,Mid-Value
13551.0,318,2,1,0,91.80000000000001,0,2,Mid-Value
15052.0,318,2,1,0,215.78,0,2,Mid-Value
14130.0,318,2,1,0,483.85999999999996,0,2,Mid-Value
15222.0,318,2,1,0,585.0,0,2,Mid-Value
13615.0,312,2,2,0,399.9900000000001,0,2,Mid-Value
16757.0,318,2,1,0,106.83,0,2,Mid-Value
13703.0,317,2,1,0,99.5,0,2,Mid-Value
16222.0,317,2,1,0,846.7200000000007,0,2,Mid-Value
14248.0,317,2,1,0,302.58,0,2,Mid-Value
13002.0,317,2,1,0,120.94999999999999,0,2,Mid-Value
17118.0,317,2,1,0,157.02,0,2,Mid-Value
14616.0,242,2,3,0,406.08000000000004,0,2,Mid-Value
16124.0,315,2,2,0,187.15000000000003,0,2,Mid-Value
13328.0,315,2,1,0,1308.48,0,2,Mid-Value
15057.0,274,2,2,0,1489.5,0,2,Mid-Value
13707.0,266,2,2,0,806.4100000000004,0,2,Mid-Value
16897.0,298,2,3,0,213.03000000000014,0,2,Mid-Value
13161.0,312,2,1,0,112.75,0,2,Mid-Value
15415.0,312,2,1,0,572.8099999999998,0,2,Mid-Value
17431.0,312,2,1,0,403.30000000000007,0,2,Mid-Value
15448.0,312,2,1,0,494.64000000000004,0,2,Mid-Value
16403.0,301,2,2,0,161.04999999999998,0,2,Mid-Value
17619.0,311,2,1,0,218.52000000000004,0,2,Mid-Value
13600.0,311,2,1,0,219.51999999999998,0,2,Mid-Value
14627.0,311,2,1,0,-21.849999999999998,0,2,Mid-Value
17356.0,311,2,1,0,178.21999999999997,0,2,Mid-Value
13494.0,311,2,1,0,316.26,0,2,Mid-Value
17035.0,245,2,3,0,388.33000000000004,0,2,Mid-Value
14549.0,310,2,1,0,289.2399999999999,0,2,Mid-Value
16716.0,266,2,3,0,319.8000000000001,0,2,Mid-Value
15940.0,310,2,2,0,31.799999999999997,0,2,Mid-Value
14457.0,310,2,1,0,113.64,0,2,Mid-Value
15589.0,252,2,4,0,456.58,0,2,Mid-Value
14411.0,310,2,1,0,1063.0,0,2,Mid-Value
15226.0,310,2,1,0,154.41,0,2,Mid-Value
16378.0,246,2,3,0,362.95000000000005,0,2,Mid-Value
18250.0,300,2,2,0,342.92,0,2,Mid-Value
16405.0,301,2,2,0,167.25,0,2,Mid-Value
17362.0,238,2,2,0,312.22999999999996,0,2,Mid-Value
16030.0,309,2,1,0,331.24000000000007,0,2,Mid-Value
13800.0,309,2,1,0,558.3199999999997,0,2,Mid-Value
13581.0,308,2,1,0,117.99999999999999,0,2,Mid-Value
14497.0,300,2,2,0,457.4699999999999,0,2,Mid-Value
17507.0,261,2,2,0,605.5799999999999,0,2,Mid-Value
17334.0,300,2,3,0,306.6,0,2,Mid-Value
17517.0,308,2,1,0,153.94,0,2,Mid-Value
17226.0,308,2,1,0,393.48999999999995,0,2,Mid-Value
17291.0,307,2,1,0,550.8000000000001,0,2,Mid-Value
15090.0,307,2,1,0,381.32000000000005,0,2,Mid-Value
13584.0,306,2,1,0,142.40000000000003,0,2,Mid-Value
14438.0,305,2,1,0,131.9,0,2,Mid-Value
12956.0,305,2,1,0,108.07,0,2,Mid-Value
14600.0,305,2,1,0,393.3299999999999,0,2,Mid-Value
14048.0,276,2,2,0,375.1299999999999,0,2,Mid-Value
17859.0,304,2,1,0,148.21,0,2,Mid-Value
15753.0,304,2,1,0,79.2,0,2,Mid-Value
13133.0,273,2,2,0,109.80000000000001,0,2,Mid-Value
17881.0,303,2,1,0,133.35000000000002,0,2,Mid-Value
15843.0,303,2,1,0,118.95,0,2,Mid-Value
15970.0,303,2,1,0,314.1,0,2,Mid-Value
17843.0,302,2,1,0,205.48000000000002,0,2,Mid-Value
13706.0,302,2,1,0,330.78999999999996,0,2,Mid-Value
14431.0,298,2,2,0,397.76,0,2,Mid-Value
14465.0,246,2,3,0,1058.6200000000008,0,2,Mid-Value
16425.0,301,2,1,0,302.69999999999993,0,2,Mid-Value
18159.0,300,2,1,0,530.1500000000002,0,2,Mid-Value
15638.0,300,2,1,0,-94.0,0,2,Mid-Value
12943.0,300,2,1,0,-3.75,0,2,Mid-Value
16084.0,298,2,1,0,436.17999999999995,0,2,Mid-Value
15236.0,298,2,1,0,321.05,0,2,Mid-Value
16738.0,297,2,1,0,3.75,0,2,Mid-Value
13893.0,297,2,1,0,821.1,0,2,Mid-Value
16073.0,291,2,2,0,94.35,0,2,Mid-Value
14760.0,293,2,2,0,53.8,0,2,Mid-Value
16509.0,296,2,1,0,363.7,0,2,Mid-Value
14386.0,296,2,1,0,142.4,0,2,Mid-Value
15670.0,296,2,1,0,173.05,0,2,Mid-Value
16494.0,296,2,1,0,826.5299999999999,0,2,Mid-Value
16148.0,295,2,1,0,76.32000000000001,0,2,Mid-Value
13718.0,245,2,2,0,306.55,0,2,Mid-Value
18138.0,294,2,1,0,152.65,0,2,Mid-Value
14371.0,294,2,1,0,100.5,0,2,Mid-Value
12852.0,289,2,2,0,299.75,0,2,Mid-Value
13932.0,294,2,1,0,307.4,0,2,Mid-Value
16765.0,293,2,1,0,34.0,0,2,Mid-Value
12988.0,291,2,1,0,535.32,0,2,Mid-Value
16980.0,254,2,2,0,1078.9600000000005,0,2,Mid-Value
13044.0,290,2,1,0,560.4700000000001,0,2,Mid-Value
16349.0,290,2,1,0,53.5,0,2,Mid-Value
16913.0,289,2,1,0,113.44000000000001,0,2,Mid-Value
18114.0,289,2,1,0,220.1,0,2,Mid-Value
15303.0,289,2,1,0,574.02,0,2,Mid-Value
12845.0,266,2,4,0,354.09000000000003,0,2,Mid-Value
17499.0,289,2,1,0,622.88,0,2,Mid-Value
15397.0,289,2,1,0,94.0,0,2,Mid-Value
18068.0,288,2,1,0,101.69999999999999,0,2,Mid-Value
16692.0,255,2,2,0,1276.0,0,2,Mid-Value
15590.0,288,2,1,0,-30.19,0,2,Mid-Value
17171.0,288,2,1,0,224.90999999999997,0,2,Mid-Value
17117.0,287,2,1,0,116.19999999999997,0,2,Mid-Value
12945.0,287,2,1,0,462.95000000000005,0,2,Mid-Value
18056.0,287,2,1,0,363.65,0,2,Mid-Value
16072.0,287,2,1,0,584.3199999999999,0,2,Mid-Value
15543.0,287,2,1,0,127.85999999999999,0,2,Mid-Value
13751.0,287,2,1,0,296.24999999999994,0,2,Mid-Value
13345.0,276,2,2,0,377.6000000000001,0,2,Mid-Value
13753.0,287,2,1,0,741.26,0,2,Mid-Value
13973.0,286,2,1,0,264.7,0,2,Mid-Value
13684.0,285,2,2,0,64.23000000000002,0,2,Mid-Value
13261.0,268,2,2,0,944.1,0,2,Mid-Value
16598.0,276,2,2,0,140.70000000000002,0,2,Mid-Value
14036.0,284,2,1,0,626.6499999999999,0,2,Mid-Value
16339.0,283,2,1,0,109.95000000000002,0,2,Mid-Value
14046.0,283,2,1,0,154.98999999999998,0,2,Mid-Value
16427.0,262,2,2,0,241.06,0,2,Mid-Value
17165.0,283,2,1,0,158.68,0,2,Mid-Value
16078.0,283,2,1,0,79.2,0,2,Mid-Value
15709.0,283,2,1,0,133.25,0,2,Mid-Value
15319.0,283,2,1,0,204.5,0,2,Mid-Value
15257.0,280,2,2,0,232.14999999999998,0,2,Mid-Value
13166.0,281,2,2,0,414.69999999999993,0,2,Mid-Value
15733.0,282,2,1,0,162.3,0,2,Mid-Value
12834.0,282,2,1,0,312.38,0,2,Mid-Value
16792.0,281,2,2,0,110.38000000000001,0,2,Mid-Value
12873.0,281,2,1,0,374.0,0,2,Mid-Value
17923.0,281,2,1,0,207.50000000000003,0,2,Mid-Value
16217.0,234,2,4,0,259.39000000000004,0,2,Mid-Value
16957.0,238,2,2,0,416.64,0,2,Mid-Value
15087.0,281,2,1,0,306.94,0,2,Mid-Value
16159.0,281,2,1,0,348.2000000000001,0,2,Mid-Value
17995.0,281,2,1,0,76.1,0,2,Mid-Value
17789.0,280,2,1,0,225.9,0,2,Mid-Value
13382.0,280,2,1,0,222.99,0,2,Mid-Value
14570.0,280,2,2,0,218.05999999999992,0,2,Mid-Value
17325.0,279,2,1,0,96.8,0,2,Mid-Value
14670.0,279,2,2,0,411.5300000000001,0,2,Mid-Value
17535.0,279,2,1,0,164.39999999999998,0,2,Mid-Value
14247.0,277,2,1,0,136.77,0,2,Mid-Value
15554.0,277,2,1,0,217.2,0,2,Mid-Value
18280.0,277,2,1,0,180.6,0,2,Mid-Value
14012.0,277,2,1,0,328.8,0,2,Mid-Value
17654.0,276,2,1,0,117.54999999999998,0,2,Mid-Value
16517.0,276,2,1,0,162.70000000000005,0,2,Mid-Value
15869.0,276,2,2,0,149.64,0,2,Mid-Value
15234.0,276,2,1,0,197.0,0,2,Mid-Value
14586.0,226,2,3,0,134.15999999999997,0,2,Mid-Value
15944.0,276,2,1,0,325.1,0,2,Mid-Value
16917.0,276,2,1,0,391.5200000000001,0,2,Mid-Value
17639.0,275,2,1,0,108.5,0,2,Mid-Value
12881.0,275,2,1,0,298.0,0,2,Mid-Value
17138.0,275,2,1,0,380.5,0,2,Mid-Value
14165.0,275,2,1,0,122.53999999999999,0,2,Mid-Value
16471.0,274,2,1,0,223.95,0,2,Mid-Value
14603.0,274,2,1,0,660.0,0,2,Mid-Value
16625.0,273,2,1,0,333.08000000000004,0,2,Mid-Value
15308.0,270,2,2,0,302.27000000000004,0,2,Mid-Value
18086.0,273,2,1,0,101.33999999999999,0,2,Mid-Value
14350.0,270,2,2,0,258.7,0,2,Mid-Value
14727.0,273,2,1,0,268.58,0,2,Mid-Value
15049.0,273,2,1,0,121.17000000000002,0,2,Mid-Value
16766.0,272,2,2,0,1145.6,0,2,Mid-Value
13226.0,272,2,1,0,108.21000000000001,0,2,Mid-Value
13043.0,253,2,2,0,471.57000000000005,0,2,Mid-Value
13708.0,270,2,1,0,296.87999999999994,0,2,Mid-Value
14962.0,270,2,1,0,126.70000000000002,0,2,Mid-Value
13452.0,258,2,2,0,590.0,0,2,Mid-Value
15047.0,269,2,1,0,343.62,0,2,Mid-Value
17542.0,269,2,1,0,170.75,0,2,Mid-Value
16392.0,269,2,1,0,221.19000000000005,0,2,Mid-Value
13716.0,268,2,1,0,138.28,0,2,Mid-Value
16061.0,268,2,1,0,-29.95,0,2,Mid-Value
13121.0,268,2,2,0,254.7299999999999,0,2,Mid-Value
16152.0,268,2,1,0,1829.04,0,2,Mid-Value
13358.0,268,2,1,0,439.03000000000003,0,2,Mid-Value
13299.0,267,2,1,0,142.5,0,2,Mid-Value
13185.0,267,2,1,0,71.4,0,2,Mid-Value
14840.0,267,2,1,0,62.85,0,2,Mid-Value
13216.0,267,2,1,0,333.74,0,2,Mid-Value
16216.0,266,2,1,0,914.9300000000002,0,2,Mid-Value
16377.0,266,2,1,0,676.2,0,2,Mid-Value
16976.0,266,2,1,0,251.51999999999998,0,2,Mid-Value
13072.0,266,2,1,0,177.14999999999998,0,2,Mid-Value
15695.0,266,2,2,0,409.9800000000001,0,2,Mid-Value
14059.0,266,2,1,0,183.59999999999997,0,2,Mid-Value
16256.0,257,2,2,0,732.6300000000002,0,2,Mid-Value
14066.0,266,2,1,0,152.55,0,2,Mid-Value
15019.0,266,2,1,0,265.9999999999999,0,2,Mid-Value
14041.0,265,2,1,0,141.41,0,2,Mid-Value
17060.0,265,2,1,0,234.24,0,2,Mid-Value
14155.0,265,2,1,0,118.75,0,2,Mid-Value
14633.0,265,2,1,0,344.9000000000001,0,2,Mid-Value
15703.0,264,2,1,0,211.5,0,2,Mid-Value
